Trace
Swept SA
A.21.04,N9000B
5650000000,-112.824928283691
5660000000,-83.1145477294922
5670000000,-113.688522338867
5680000000,-82.7547988891602
5690000000,-110.657051086426
5700000000,-83.3530349731445
5710000000,-110.70044708252
5720000000,-74.4399032592773
5730000000,-115.252830505371
5740000000,-83.6607055664063
5750000000,-115.204437255859
5760000000,-81.6276473999023
5770000000,-115.237525939941
5780000000,-82.7228088378906
5790000000,-115.422874450684
5800000000,-62.2834358215332
5810000000,-115.158294677734
5820000000,-82.0833282470703
5830000000,-118.643661499023
5840000000,-83.3762283325195
5850000000,-118.002113342285
5860000000,-82.8134536743164
5870000000,-113.467010498047
5880000000,-82.4766159057617
5890000000,-114.82682800293
5900000000,-51.8487586975098
5910000000,-110.396591186523
5920000000,-82.7481155395508
5930000000,-109.342178344727
5940000000,-82.8501510620117
5950000000,-109.667861938477
5960000000,-83.098030090332
5970000000,-114.920043945313
5980000000,-81.883430480957
5990000000,-109.614654541016
6000000000,-51.9624443054199
6010000000,-113.071151733398
6020000000,-81.9799728393555
6030000000,-108.895767211914
6040000000,-80.9934768676758
6050000000,-114.173141479492
6060000000,-82.1282577514648
6070000000,-109.20393371582
6080000000,-82.2687454223633
6090000000,-115.251106262207
6100000000,-51.9623718261719
6110000000,-115.822929382324
6120000000,-80.2286758422852
6130000000,-111.492752075195
6140000000,-82.0791549682617
6150000000,-107.027000427246
6160000000,-81.8793716430664
6170000000,-114.965370178223
6180000000,-61.8033599853516
6190000000,-108.919883728027
6200000000,-80.9862213134766
6210000000,-118.992301940918
6220000000,-81.1736526489258
6230000000,-113.356185913086
6240000000,-81.1863021850586
6250000000,-113.468742370605
6260000000,-79.6270065307617
6270000000,-107.227828979492
6280000000,-74.6695556640625
6290000000,-116.011840820313
6300000000,-81.0188293457031
6310000000,-109.010848999023
6320000000,-80.4350509643555
6330000000,-106.962532043457
6340000000,-81.3583526611328
6350000000,-115.853416442871
6360000000,-80.8196487426758
6370000000,-112.978088378906
6380000000,-73.0112380981445
6390000000,-113.58967590332
6400000000,-81.1173934936523
6410000000,-109.350036621094
6420000000,-79.6656494140625
6430000000,-109.131652832031
6440000000,-80.6929016113281
6450000000,-106.97728729248
6460000000,-80.5246124267578
6470000000,-110.035331726074
6480000000,-65.0076751708984
6490000000,-108.999809265137
6500000000,-79.849723815918
6510000000,-108.824813842773
6520000000,-80.6765899658203
6530000000,-110.995491027832
6540000000,-80.3447113037109
6550000000,-110.948608398438
6560000000,-76.7073669433594
6570000000,-113.268493652344
6580000000,-79.3212738037109
6590000000,-106.113227844238
6600000000,-80.6891937255859
6610000000,-108.55004119873
6620000000,-79.2296295166016
6630000000,-113.943649291992
6640000000,-80.7133178710938
6650000000,-104.20344543457
6660000000,-79.2292938232422
6670000000,-110.974243164063
6680000000,-79.8034744262695
6690000000,-109.065872192383
6700000000,-78.52197265625
6710000000,-105.515480041504
6720000000,-79.3989562988281
6730000000,-106.54613494873
6740000000,-78.9646606445313
6750000000,-107.720489501953
6760000000,-78.1105651855469
6770000000,-104.000885009766
6780000000,-77.7663497924805
6790000000,-110.988708496094
